datetime,delay,distance,origin,destination
05141249,1287.57,1858.52,MT8504,md176
05141249,1195.26,448.206,MT8504,md176
05141249,1362.67,3357.21,MT8504,md176
05141249,1269.54,760.551,MT8504,md176
05141251,1239.67,1786.68,MT8504,md176
05141251,1225.67,69.9348,MT8504,md176
05141306,1142.05,1834.93,MT1217,n587
05141307,1193.65,2178.59,MT1217,n587
05141307,1195.57,1357.95,MT1217,n587
05141307,1123.21,1493.06,MT1217,n587
05141308,1172.36,2687.71,MT1217,n587
05141309,1094.59,210.999,MT1217,n587
05141309,1112.53,2312.79,MT1217,n587
05141433,1169.39,1739.22,MT1202,n572
05141434,1263.83,2484.79,MT1202,n572
05141434,1206.65,1113.93,MT1202,n572
05141434,1134.88,588.521,MT1202,n572
05141435,1314.71,1223.62,MT1202,n572
05141436,1286.75,1568.23,MT1202,n572
05141437,1207.09,1578.5,MT1202,n572
05141454,1211.99,1490.76,MT2293,n1107
05141455,1241.84,996.256,MT2293,n1107
05141455,1267.86,1050.64,MT2293,n1107
05141455,1197.83,1295.66,MT2293,n1107
05141456,1289.55,3647.69,MT2293,n1107
05141457,1312.96,1547.05,MT2293,n1107
05141457,1286.55,3261.54,MT2293,n1107
05141457,1301.42,988.126,MT2293,n1107
05141514,1023.06,8.41628,MT1081,n486
05141515,1219.64,752.744,MT1081,n486
05141515,1141.16,2045.46,MT1081,n486
05141515,1146.47,89.5868,MT1081,n486
05141516,1172.14,719.262,MT1081,n486
05141517,1149.74,2662.88,MT1081,n486
05141533,1223.47,739.428,MT151,n151
05141534,1216.18,2311.19,MT151,n151
05141534,1201.97,1019.05,MT151,n151
05141535,1278.39,1773.6,MT151,n151
05141536,1236.66,2926.02,MT151,n151
05141537,1256.6,3198.18,MT151,n151
05141553,1211.75,1080.87,MT1241,n611
05141554,1193.65,2231.54,MT1241,n611
05141554,1258.44,1506.75,MT1241,n611
05141554,1205.12,584.003,MT1241,n611
05141555,1187.75,4938.44,MT1241,n611
05141556,1217.23,1647.2,MT1241,n611
05141556,1160.75,148.527,MT1241,n611
05141614,1012.05,3503.8,MT1083,n488
05141615,1074.98,3687.83,MT1083,n488
05141615,1024.04,2707.88,MT1083,n488
05141615,1153.81,1510.65,MT1083,n488
05141616,1059.02,2848.65,MT1083,n488
05141617,1001.06,1614.39,MT1083,n488
05141618,1056.59,3427.92,MT1083,n488
05141633,1210.18,3411.51,MT13292,n4255
05141634,1199.85,3813.74,MT13292,n4255
05141634,1202.79,1451.69,MT13292,n4255
05141636,1233.65,3075.96,MT13292,n4255
05141636,1268.44,1453.82,MT13292,n4255
05141651,1228.08,3392.98,MT13292,n4255
05141652,1201.66,3183.66,MT13292,n4255
05141652,1194.92,2907.51,MT13292,n4255
05141653,1335.31,3105.13,MT13292,n4255
05141654,1255.65,3336.98,MT13292,n4255
05141655,1238.59,3579.54,MT13292,n4255
05171048,1065.84,724.445,RB2098,ok2773
05171049,1068.63,2136.97,VC1218,ok1672
05171049,1174.51,1619.8,RB1915,ok2488
05171050,1118.77,2004.53,RB2544,ok3534
05171050,1089.89,2066.21,RB2552,ok3543
05171052,1261.85,612.439,N2,-N/A-
05171053,1185.71,3261.47,RB2412,ok3297
05171053,1008.64,195.141,RB2059,ok2722
05171108,1181.93,2679.65,RB2412,ok3297
05171110,1041.16,2481.26,VC1218,ok1672
05171110,1163.54,1935.89,RB1915,ok2488
05171110,1156.1,1106.3,RB2098,ok2773
05171114,1313.7,1776.86,N2,-N/A-
05171128,1142.84,2846.67,RB2544,ok3534
05171130,1146.67,2265.01,RB1915,ok2488
05171130,1148.94,1787.47,RB2412,ok3297
05171130,1088.11,577.727,RB2098,ok2773
05171130,1251.87,2574.81,N2,-N/A-
05171133,1008.32,1492.14,RB2059,ok2722
05171133,1020.19,1391.96,VC1218,ok1672
05171134,1166.03,2316.39,RB2552,ok3543
05171150,894.65,3271.06,RB2059,ok2722
05171151,1224.85,488.541,RB2544,ok3534
05171152,1122.3,2021.95,RB2552,ok3543
05171152,1085.7,289.002,RB2098,ok2773
05171152,1180.57,2682.19,RB2412,ok3297
05171155,1048.06,2385.23,VC1218,ok1672
05171155,1166.41,1122.91,RB1915,ok2488
05171155,1282.09,2144.18,N2,-N/A-
05171209,1118.42,3306.88,N2,-N/A-
05171210,905.004,361.588,RB2059,ok2722
05171210,1260.27,621.44,RB2544,ok3534
05171211,1145.97,1810.47,RB2412,ok3297
05171211,1027.74,3153.17,VC1218,ok1672
05171214,1104.64,3174.5,RB2552,ok3543
05171214,1175.38,2191.14,RB1915,ok2488
05171215,1206.31,405.015,RB2098,ok2773
05171230,1067.0,3702.18,RB2552,ok3543
05171231,1015.2,402.699,RB2059,ok2722
05171231,1216.57,4172.52,N2,-N/A-
05171232,1104.88,1835.65,RB1915,ok2488
05171232,1193.42,3565.18,RB2544,ok3534
05171234,1169.17,2752.98,RB2412,ok3297
05171235,1095.06,587.854,RB2098,ok2773
05171250,949.747,644.382,VC1218,ok1672
05171251,1149.83,3734.12,RB2552,ok3543
05171252,1213.98,2033.44,N2,-N/A-
05171252,861.481,205.373,RB2059,ok2722
05171252,1149.06,1961.09,RB2098,ok2773
05171255,1220.48,3326.54,RB2412,ok3297
05171255,1246.16,367.174,RB2544,ok3534
05171255,1197.98,2766.2,RB1915,ok2488
05171315,1061.03,4179.0,VC1218,ok1672
05171315,1166.51,3468.34,RB2552,ok3543
05171317,1183.7,1809.6,RB2412,ok3297
05171318,917.009,3327.37,RB2059,ok2722
05171319,1105.02,2715.13,RB2098,ok2773
05171319,1189.28,729.949,RB2544,ok3534
05181152,1107.98,2141.89,MT13292,n4255
05181153,1036.21,2194.14,MT13292,n4255
05181153,1104.18,332.219,MT13292,n4255
05181154,1092.53,1790.77,MT13292,n4255
05181155,1006.35,382.489,MT13292,n4255
05181156,1087.18,1818.25,MT13292,n4255
05181213,1032.3,3103.59,N2,-N/A-
05181214,999.53,1823.47,N2,-N/A-
05181214,1079.72,2692.92,N2,-N/A-
05181214,973.243,1618.84,N2,-N/A-
05181214,993.434,2998.78,N2,-N/A-
05181216,1063.92,2188.76,N2,-N/A-
05181504,1046.55,1364.66,MT13292,n4255
05181505,1023.33,1925.67,MT13292,n4255
05181505,1047.12,2024.56,MT13292,n4255
05181505,1130.12,3521.19,MT13292,n4255
05181506,1072.79,1290.19,MT13292,n4255
05181507,1024.71,1508.34,MT13292,n4255
05181524,1040.81,3394.87,N2,-N/A-
05181524,1068.32,3502.67,N2,-N/A-
05181524,1045.96,2789.54,N2,-N/A-
05181526,1054.56,3596.7,N2,-N/A-
05181526,1072.39,3417.52,N2,-N/A-
05191102,1133.22,2657.61,N2,-N/A-
05191103,1190.47,725.153,RB2594,ok3616
05191103,1005.38,3504.63,VC1218,ok1672
05191104,1036.66,57.9815,RB1915,ok2488
05191104,1090.21,1560.99,RB2059,ok2722
05191107,1185.94,479.717,RB2544,ok3534
05191107,1034.41,2807.3,RB2489,ok3444
05191107,1196.13,834.915,RB1809,ok2343
05191120,1165.49,3223.85,RB2159,ok2919
05191122,1149.12,1533.89,RB2544,ok3534
05191122,1161.67,3680.63,RB2594,ok3616
05191122,972.171,673.556,VC1218,ok1672
05191122,1207.24,3509.9,N2,-N/A-
05191123,1134.94,1647.56,N2,-N/A-
05191124,1114.39,1012.82,N2,-N/A-
05191124,1121.49,2504.18,N2,-N/A-
05191125,1060.98,3324.76,RB2489,ok3444
05191125,1063.96,3699.3,RB2059,ok2722
05191125,1100.9,1207.55,N2,-N/A-
05191125,1068.4,3645.04,RB1915,ok2488
05191126,1113.99,1106.08,N2,-N/A-
05191126,1102.98,2743.62,N2,-N/A-
05191139,1049.07,2602.65,RB2552,ok3543
05191140,1196.0,3608.05,RB2159,ok2919
05191141,1054.66,1527.1,RB2489,ok3444
05191141,973.392,1154.24,VC1218,ok1672
05191141,1216.1,3651.62,N2,-N/A-
05191143,1226.77,1038.12,MT8504,md176
05191143,1155.27,3425.35,RB2594,ok3616
05191144,1263.55,1685.24,MT8504,md176
05191144,1210.83,2227.72,RB2544,ok3534
05191144,1310.17,370.47,MT8504,md176
05191144,1234.96,3262.45,MT8504,md176
05191144,1077.24,809.245,RB1915,ok2488
05191144,1229.14,2912.89,MT8504,md176
05191145,1231.05,1700.03,MT8504,md176
05191146,1200.2,1287.02,MT8504,md176
05191146,1241.13,2686.05,MT8504,md176
05191146,1241.13,2686.23,MT8504,md176
05191157,1159.36,3755.5,FX1053,tm1053
05191159,1062.03,2308.98,RB1915,ok2488
05191159,1117.6,3421.38,RB2552,ok3543
05191159,1230.11,1211.46,RB2159,ok2919
05191159,1134.1,3496.32,N2,-N/A-
05191202,1033.26,3501.01,RB2489,ok3444
05191202,1119.88,3150.37,RB2594,ok3616
05191202,1052.86,4467.23,VC1218,ok1672
05191203,1264.83,1181.18,MT1079,n484
05191204,1107.38,2526.09,MT1079,n484
05191204,1260.66,70.4966,MT1079,n484
05191206,1215.0,731.379,MT1079,n484
05191207,1194.7,1496.44,MT1079,n484
05191218,1173.45,3360.66,RB1809,ok2343
05191220,1104.69,1140.35,FX1053,tm1053
05191220,1125.92,2904.44,RB2552,ok3543
05191220,1192.55,1918.27,RB2159,ok2919
05191220,1182.12,720.624,RB2594,ok3616
05191223,1079.39,2955.61,RB1915,ok2488
05191223,1214.32,2432.98,N2,-N/A-
05191223,1003.78,2171.18,VC1218,ok1672
05191239,1008.81,297.271,RB2059,ok2722
05191241,938.637,587.221,VC1218,ok1672
05191241,1185.92,3732.4,FX1053,tm1053
05191241,1099.78,3172.33,RB2552,ok3543
05191244,1186.59,3433.82,RB2594,ok3616
05191244,1206.32,3902.12,N2,-N/A-
05191244,1204.02,3578.64,RB2159,ok2919
05191258,1105.49,2242.17,RB2544,ok3534
05191300,1264.89,1506.99,RB1809,ok2343
05191300,1134.46,1425.25,RB2059,ok2722
05191300,1174.7,3403.38,FX1053,tm1053
05191300,1159.01,3195.94,N2,-N/A-
05191303,1107.21,1720.24,RB2552,ok3543
05191303,1268.13,2979.41,RB2159,ok2919
05191303,1014.28,4034.19,VC1218,ok1672
05191517,1072.07,1039.31,RB2489,ok3444
05191519,1171.77,303.713,RB2544,ok3534
05191519,1148.51,704.552,RB2059,ok2722
05191520,1243.81,1433.54,RB1809,ok2343
05191520,1167.47,4775.98,RB2159,ok2919
05191522,1156.41,3516.64,FX1053,tm1053
05191522,1103.1,3458.79,N2,-N/A-
05191523,1184.19,3816.56,RB2552,ok3543
05191538,1042.6,1687.74,RB1915,ok2488
05191540,1219.78,328.298,RB2544,ok3534
05191540,1049.94,1476.64,RB2489,ok3444
05191540,1105.79,534.112,RB2059,ok2722
05191541,1135.38,3081.44,RB2552,ok3543
05191543,1233.62,3870.88,RB1809,ok2343
05191543,1226.41,3697.95,RB2159,ok2919
05191544,1146.0,3790.44,FX1053,tm1053
05191600,1150.69,3554.55,RB2594,ok3616
05191601,1123.09,3329.05,RB2489,ok3444
05191601,1125.85,1636.23,RB1915,ok2488
05191602,1159.68,584.236,RB2544,ok3534
05191602,1183.88,2421.16,FX1053,tm1053
05191604,1097.6,658.838,RB2059,ok2722
05191605,1263.85,2128.2,RB1809,ok2343
05191605,1116.57,3796.48,RB2552,ok3543
05191619,954.646,401.856,VC1218,ok1672
05191621,1044.69,3582.71,RB2489,ok3444
05191621,1079.79,2521.75,RB1915,ok2488
05191621,1165.01,571.413,RB2594,ok3616
05191621,1219.87,1086.79,RB1809,ok2343
05191624,1146.96,4585.76,FX1053,tm1053
05191624,1197.32,899.779,RB2544,ok3534
05191625,1132.53,905.844,RB2059,ok2722
05191644,1308.86,2791.48,N2,-N/A-
05201112,1149.34,622.366,N2,-N/A-
05201113,1102.67,1455.89,N2,-N/A-
05201113,1131.93,3024.71,N2,-N/A-
05201116,1148.25,1466.71,N2,-N/A-
05201133,1146.86,3191.64,MT2248,n1081
05201134,1093.05,1622.32,MT2248,n1081
05201134,1298.18,848.463,MT2248,n1081
05201136,1193.88,2151.24,MT2248,n1081
05201153,1071.06,1222.2,CB5,e5
05201154,1037.71,666.178,CB5,e5
05201154,1099.26,1037.13,CB5,e5
05201154,1004.78,295.299,CB5,e5
05201155,1109.58,356.06,CB5,e5
05201156,1010.68,1525.89,CB5,e5
05201213,1208.52,2163.21,N2,-N/A-
05201214,1174.22,1904.11,N2,-N/A-
05201214,1166.85,1467.38,N2,-N/A-
05201214,1147.7,2567.37,N2,-N/A-
05201233,1276.43,1747.34,MT2248,n1081
05201234,1205.41,1473.97,MT2248,n1081
05201234,1179.65,2967.77,MT2248,n1081
05201234,1168.3,2060.34,MT2248,n1081
05201234,1236.63,2663.27,MT2248,n1081
05201236,1187.16,1525.87,MT2248,n1081
05201236,1227.59,2898.08,MT2248,n1081
05201236,1138.36,3114.57,MT2248,n1081
05201253,982.694,1159.56,CB5,e5
05201254,1035.45,1017.82,CB5,e5
05201254,1022.77,117.555,CB5,e5
05201254,1058.29,291.855,CB5,e5
05201256,1029.65,601.98,CB5,e5
05201256,1018.69,637.079,CB5,e5
05201256,1088.04,375.93,CB5,e5
05201311,1044.36,591.927,CB5,e5
05201312,998.804,528.22,CB5,e5
05201313,1092.8,895.802,CB5,e5
05201313,1064.14,1680.04,CB5,e5
05201313,1123.1,1341.83,CB5,e5
05201314,1053.45,960.212,CB5,e5
05201315,1049.41,983.133,CB5,e5
05201315,1004.46,670.998,CB5,e5
05241117,1126.17,3577.08,N2,-N/A-
05241119,1219.23,3241.54,RB2159,ok2919
05241119,1028.82,75.6623,RB2098,ok2773
05241119,1084.45,3346.7,FX1053,tm1053
05241121,1076.12,2672.03,VC1218,ok1672
05241122,1209.44,3027.42,RB1809,ok2343
05241122,1108.65,2952.23,RB2059,ok2722
05241140,1098.0,623.765,RB2059,ok2722
05241141,1142.38,534.194,N2,-N/A-
05241142,1147.18,3569.96,RB1809,ok2343
05241142,1051.89,2483.77,RB2098,ok2773
05241142,1136.37,138.693,RB2552,ok3543
05241145,1247.04,2829.43,RB2159,ok2919
05241145,1071.5,2456.96,VC1218,ok1672
05241145,1218.51,2464.78,FX1053,tm1053
05241159,1162.83,1869.18,RB2159,ok2919
05241200,1233.46,166.912,N2,-N/A-
05241200,1073.95,2562.75,RB2059,ok2722
05241201,1054.68,416.357,RB2552,ok3543
05241201,1077.64,3412.67,VC1218,ok1672
05241203,1099.91,3204.42,RB1809,ok2343
05241203,1060.95,330.526,RB2098,ok2773
05241204,1155.5,3129.02,FX1053,tm1053
05241218,1129.47,740.48,RB1809,ok2343
05241220,1251.0,659.462,RB2059,ok2722
05241220,1290.08,2762.16,RB2159,ok2919
05241220,1189.26,1897.9,N2,-N/A-
05241220,1096.36,3360.83,FX1053,tm1053
05241223,993.507,2643.37,VC1218,ok1672
05241223,1150.46,3537.72,RB2552,ok3543
05241224,1011.82,129.523,RB2098,ok2773
05241238,1017.31,360.115,VC1218,ok1672
05241240,1172.42,2978.87,RB1809,ok2343
05241241,1060.95,91.3426,RB2098,ok2773
05241241,1069.53,3052.03,RB2059,ok2722
05241243,1158.4,1056.23,N2,-N/A-
05241243,1187.21,3283.84,FX1053,tm1053
05241244,1122.93,1011.63,RB2552,ok3543
05241258,1115.89,860.131,FX1053,tm1053
05241300,1049.8,3246.22,VC1218,ok1672
05241300,1183.05,3413.55,RB1809,ok2343
05241302,1099.9,303.812,RB2552,ok3543
05241303,1106.53,914.479,RB2059,ok2722
05241303,1187.32,111.927,N2,-N/A-
05241317,1016.74,89.0863,RB2098,ok2773
05241318,1235.33,210.067,FX1053,tm1053
05241318,1112.64,2817.81,VC1218,ok1672
05241319,1237.21,4238.02,N2,-N/A-
05241319,1185.97,419.973,RB1809,ok2343
05241321,1239.29,3309.95,RB2159,ok2919
05241321,1084.38,3971.56,RB2552,ok3543
05241322,1063.91,890.525,RB2059,ok2722
05241518,1056.9,2465.57,RB2552,ok3543
05241520,1075.15,591.547,RB2059,ok2722
05241520,1218.1,2275.04,FX1053,tm1053
05241520,1038.27,472.428,VC1218,ok1672
05241520,1061.75,99.998,RB2098,ok2773
05241523,1205.12,4636.2,N2,-N/A-
05241524,1285.19,3895.56,RB2159,ok2919
05251000,1141.89,718.037,MT2068,n995
05251003,1038.68,1739.65,MT2068,n995
05251441,1225.42,481.827,N2,-N/A-
05251442,1185.84,406.612,N2,-N/A-
05251448,1058.06,110.733,MT2068,n995
05261124,875.205,277.47,PS312,-N/A-
05261125,879.234,89.1607,PS312,-N/A-
05261126,884.022,3265.64,PS312,-N/A-
05261126,838.974,98.5674,PS312,-N/A-
05261129,1328.64,1017.53,N2,-N/A-
05261129,1300.73,3093.9,N2,-N/A-
05261214,1174.39,3688.25,N2,-N/A-
05261216,1349.22,2476.19,N2,-N/A-
05261216,1144.82,2679.29,N2,-N/A-
05261216,1273.22,2528.87,N2,-N/A-
05261219,865.641,152.417,PS312,-N/A-
05261219,953.831,612.583,PS312,-N/A-
05261306,853.906,485.164,PS312,-N/A-
05261307,873.685,284.561,PS312,-N/A-
05261308,943.712,67.1917,PS312,-N/A-
05261311,1341.62,958.03,N2,-N/A-
05261311,1230.21,1819.43,N2,-N/A-
06011133,812.6,3220.62,PS312,-N/A-
06011134,830.707,120.222,PS312,-N/A-
06011134,802.622,298.357,PS312,-N/A-
06011135,745.329,56.8796,PS312,-N/A-
06011138,1201.13,3028.18,N2,-N/A-
06011221,1146.21,3176.94,N2,-N/A-
06011223,1037.73,2460.65,PS312,-N/A-
06011223,962.547,108.027,PS312,-N/A-
06011224,941.674,1203.73,PS312,-N/A-
06011227,916.917,49.989,PS312,-N/A-
06011251,909.287,2575.6,PS312,-N/A-
06011253,948.77,130.106,PS312,-N/A-
06011253,964.683,1417.84,PS312,-N/A-
06021021,1100.01,1607.02,N2,-N/A-
06021034,811.963,1774.02,RB1609,ok1981
06021044,904.17,3422.06,RB1609,ok1981
06021053,849.228,2325.87,RB1609,ok1981
06021119,1070.92,4287.95,N2,-N/A-
06021130,871.167,3428.72,RB1609,ok1981
06021139,958.668,2849.8,RB1609,ok1981
06021203,967.562,3695.48,RB1609,ok1981
06021256,1153.54,2587.55,AQ495,pk347
06021311,1147.09,1669.76,N2,-N/A-
06021359,1207.71,1721.47,N2,-N/A-
06021413,1175.66,3667.85,AQ495,pk347
06021425,1199.74,3227.12,AQ495,pk347
06021434,1188.79,2383.57,AQ495,pk347
06021559,1013.67,2976.35,DG1856,sa734
06021608,1049.76,3937.73,DG1856,sa734
06021623,1087.31,2788.07,DG1856,sa734
06051047,1126.2,1646.2,N2,-N/A-
06051133,889.56,1930.69,RB2030,ok2688
06051144,1046.55,3197.36,RB1609,ok1981
06051233,1055.45,2943.31,RB1372,ok1557
06051307,1104.76,2809.06,RB1396,ok1591
06051319,1083.65,2607.17,RB1340,ok1469
06051434,1021.1,1872.83,RB2030,ok2688
06051527,1234.61,3440.14,RB1372,ok1557
06051602,1154.03,3748.05,FX1908,tm1908
06051611,935.147,998.605,RB2030,ok2688
06071037,1116.66,590.695,RB2544,ok3534
06071039,1140.36,1018.4,RB2552,ok3543
06071039,1111.67,522.362,RB1911,ok2474
06071039,1269.78,2097.11,RB2159,ok2919
06071042,961.71,1008.73,RB2489,ok3444
06071042,1175.1,2564.09,N2,-N/A-
06071042,1178.95,1237.53,RB2594,ok3616
06071057,1126.4,639.696,N2,-N/A-
06071058,1138.95,579.789,RB2412,ok3297
06071059,1009.56,2938.19,RB2098,ok2773
06071059,993.472,2966.41,RB2489,ok3444
06071059,1112.98,996.837,RB2412,ok3297
06071102,1021.35,3995.37,RB1911,ok2474
06071102,1070.83,653.688,VC1218,ok1672
06071102,1174.93,3092.0,RB2594,ok3616
06071118,1025.93,428.334,RB1911,ok2474
06071119,1149.38,1223.87,RB2412,ok3297
06071119,1262.48,3798.37,N2,-N/A-
06071120,1118.11,1571.97,RB2594,ok3616
06071120,1075.48,584.525,RB1915,ok2488
06071122,1174.65,120.078,RB2098,ok2773
06071123,977.103,3270.08,RB2489,ok3444
06071123,1131.67,1476.28,RB2059,ok2722
06071139,1009.89,2879.03,RB2489,ok3444
06071141,1091.16,137.585,RB1911,ok2474
06071141,1182.62,693.831,RB2412,ok3297
06071141,1268.69,2057.84,N2,-N/A-
06071141,1089.57,244.666,RB2059,ok2722
06071144,1203.37,3839.13,RB2594,ok3616
06071144,1112.91,3006.94,RB1915,ok2488
06071145,1063.92,286.68,RB2098,ok2773
06071159,1152.98,3770.87,RB2594,ok3616
06071201,1143.15,1341.99,RB1911,ok2474
06071201,1148.06,627.756,N2,-N/A-
06071201,1094.01,840.837,RB2489,ok3444
06071201,1002.46,1637.05,RB2098,ok2773
06071204,1136.93,2837.61,RB2412,ok3297
06071204,1086.06,2710.28,RB2059,ok2722
06071205,1082.79,879.984,RB1915,ok2488
06071218,1071.7,645.743,RB2059,ok2722
06071220,1153.46,3840.81,RB2594,ok3616
06071220,999.817,1021.22,RB1915,ok2488
06071220,1050.43,1946.54,RB2489,ok3444
06071220,1090.11,1480.42,RB1911,ok2474
06071223,1072.59,4233.18,RB2098,ok2773
06071223,1218.81,3171.73,N2,-N/A-
06071223,1108.95,132.974,RB2412,ok3297
06071239,1012.07,126.806,RB2098,ok2773
06071241,1098.69,376.615,RB2059,ok2722
06071241,1193.98,1005.53,RB2594,ok3616
06071242,1172.87,738.787,RB2412,ok3297
06071242,957.891,1003.99,RB2489,ok3444
06071244,1062.33,3666.99,RB1911,ok2474
06071244,1001.62,1690.25,RB1915,ok2488
06071245,1172.34,531.997,N2,-N/A-
06071303,1011.16,605.386,RB1915,ok2488
06071304,1073.82,422.428,RB2098,ok2773
06071304,1118.31,614.618,RB2059,ok2722
06071305,1183.52,3885.15,RB2594,ok3616
06071305,1167.9,852.089,N2,-N/A-
06071307,1015.37,3070.07,RB2489,ok3444
06071308,1092.08,2019.05,RB2412,ok3297
06071308,1077.39,368.424,RB1911,ok2474
06071322,1171.7,2282.72,N2,-N/A-
06071323,1052.04,595.935,RB1915,ok2488
06071324,1133.86,256.287,RB2059,ok2722
06071324,1012.19,3045.32,RB2098,ok2773
06071327,1025.81,568.248,RB2489,ok3444
06071523,1125.16,1771.51,MT2068,n995
06081126,798.573,6100.99,PS312,-N/A-
06081127,815.72,2514.51,PS312,-N/A-
06081128,874.275,2001.43,PS312,-N/A-
06081131,1049.85,3071.0,N2,-N/A-
06081549,1121.21,2839.7,N2,-N/A-
06081654,1150.73,6549.44,N2,-N/A-
06091027,1135.84,592.517,RB1911,ok2474
06091029,1161.97,1962.81,RB2594,ok3616
06091029,1115.75,134.383,RB2594,ok3616
06091029,1183.73,1153.27,RB2412,ok3297
06091029,1238.6,539.973,N2,-N/A-
06091032,973.835,143.12,RB2098,ok2773
06091032,1070.34,2958.44,RB1915,ok2488
06091033,1141.06,2353.33,RB1911,ok2474
06091045,1024.37,1799.13,N2,-N/A-
06091046,1085.39,2407.71,RB2594,ok3616
06091048,1028.22,1745.46,RB1915,ok2488
06091048,1048.81,560.522,RB1911,ok2474
06091049,1157.84,2512.49,N2,-N/A-
06091049,1130.6,2161.74,RB1911,ok2474
06091051,1076.81,2498.8,RB2594,ok3616
06091051,1119.0,2096.44,RB2412,ok3297
06091052,1018.96,871.954,RB2098,ok2773
06091100,901.466,1884.63,RB1340,ok1469
06091106,1146.49,2524.65,N2,-N/A-
06091108,1051.42,3020.97,RB1915,ok2488
06091108,1160.73,238.762,RB1911,ok2474
06091109,1071.35,3348.66,RB2594,ok3616
06091109,1056.9,386.287,RB2098,ok2773
06091110,1046.03,1671.54,FX1908,tm1908
06091111,1101.82,2982.19,RB1911,ok2474
06091111,1148.23,3073.61,RB2594,ok3616
06091112,1090.8,1206.22,RB2412,ok3297
06091127,1041.47,154.836,RB2098,ok2773
06091128,1152.11,3306.37,RB2594,ok3616
06091128,1246.88,2796.72,N2,-N/A-
06091129,1046.1,1641.64,RB1915,ok2488
06091129,1116.79,2060.06,RB1911,ok2474
06091130,1098.1,2363.87,VC1063,ok1512
06091131,1155.51,2628.82,RB1911,ok2474
06091132,1120.96,731.768,RB2594,ok3616
06091132,1128.43,2389.1,RB2412,ok3297
06091150,1142.59,2550.72,N2,-N/A-
06091152,1171.07,2195.61,N2,-N/A-
06091152,1150.07,2916.26,N2,-N/A-
06091153,1218.78,1862.54,N2,-N/A-
06091202,971.249,2180.17,RB1340,ok1469
06091303,982.751,1999.35,RB1340,ok1469
06091312,1113.0,2004.43,FX1908,tm1908
06091338,1057.74,1031.32,N2,-N/A-
06091340,964.484,2497.01,PS312,-N/A-
06091343,960.319,3395.12,PS312,-N/A-
06091621,1123.53,3338.83,RB607,ok335
06091631,1034.08,1780.7,VC1063,ok1512
06091655,1062.47,3324.66,RB1340,ok1469
06091701,1133.39,3283.22,N2,-N/A-
06101045,982.605,2667.48,NL335,pk35
06101115,1103.31,2836.1,NL1142,pk345
06101117,1076.01,451.224,N2,-N/A-
06101119,873.339,2259.79,PS312,-N/A-
06101119,879.167,3423.9,PS312,-N/A-
06101120,778.604,811.106,PS312,-N/A-
06101243,1138.18,2635.83,NL332,pk15
06101257,985.476,1706.55,NL335,pk35
06101409,1045.83,2576.04,N2,-N/A-
06101411,910.311,3478.43,PS312,-N/A-
06101413,890.913,203.984,PS312,-N/A-
06101416,969.967,1375.7,PS312,-N/A-
06101447,1095.57,2486.95,NL793,pk438
06121048,958.496,2255.25,N2,-N/A-
06121058,1027.69,2335.04,NL790,pk381
06121106,958.974,2356.76,NL335,pk35
06121106,917.491,671.91,NL335,pk35
06121116,1037.44,1506.55,NL1137,pk376
06121123,1104.1,3015.54,NL790,pk381
06121124,998.029,1204.28,NL790,pk381
06121133,1096.07,1120.58,NL1146,pk480
06121144,1085.87,1478.88,NL793,pk438
06121158,1048.4,2233.32,NL787,pk349
06121207,1055.57,647.047,NL2330,pk1270
06121218,1057.31,1239.03,NL594,pk322
06121228,1016.66,1613.91,RB1816,ok2349
06121239,1060.79,1190.83,RB1800,ok2334
06121246,1066.37,806.948,NL790,pk381
06121246,1048.46,3519.01,NL790,pk381
06121256,983.466,2005.02,NL335,pk35
06121410,1115.05,3072.5,NL1137,pk376
06121418,1064.04,3050.86,NL790,pk381
06121426,1076.65,3568.02,NL1146,pk480
06121434,926.46,2584.52,NL793,pk438
06121444,1019.34,3202.93,NL787,pk349
06121453,1036.48,3854.29,NL2330,pk1270
06121503,1053.69,2111.62,RB1816,ok2349
06121514,1128.11,2672.93,RB1816,ok2349
06121523,1063.88,2761.26,RB1800,ok2334
06121538,1050.53,2961.31,NL790,pk381
06121538,1054.61,2380.54,NL790,pk381
06141047,1090.53,2074.97,VC9,gk5
06141048,977.13,601.847,-N/A-,-N/A-
06141049,1150.67,2983.95,VC9,gk5
06141049,1137.07,2106.17,RB2188,ok2964
06141049,1005.4,981.293,-N/A-,-N/A-
06141052,1190.26,859.197,RB1172,ok1214
06141052,1122.19,1463.33,N2,-N/A-
06141052,1073.54,741.833,-N/A-,-N/A-
06141107,1011.64,2829.68,-N/A-,-N/A-
06141109,1157.89,151.219,VC9,gk5
06141109,1111.72,2081.49,RB1172,ok1214
06141109,1086.13,1658.47,VC9,gk5
06141109,1203.17,3036.19,N2,-N/A-
06141112,1011.13,1169.77,-N/A-,-N/A-
06141112,1197.39,1461.25,RB2188,ok2964
06141113,1085.7,2052.1,-N/A-,-N/A-
06141127,1069.18,1004.27,RB2188,ok2964
06141128,1160.74,2618.93,N2,-N/A-
06141129,1210.12,1768.55,RB2188,ok2964
06141129,1034.85,547.64,-N/A-,-N/A-
06141129,1144.31,2836.71,N2,-N/A-
06141132,1122.94,1513.02,VC9,gk5
06141132,1077.75,2290.68,RB1172,ok1214
06141132,1026.85,1769.43,-N/A-,-N/A-
06141147,1101.83,206.036,N2,-N/A-
06141149,1137.46,2754.46,RB1172,ok1214
